tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais
COLISÃO TRASEIRA;FINALIZADA;10/06/2019;08:07:00;JOANA BEZERRA;VIADUTO CAPITAO TEMUDO;;;COLISÃO TRASEIRA;MOTO E AUTO;1;1;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;08:23:00;AFOGADOS;RUA SANTOS ARAUJO;;AO LADO DE SÃO MIGUEL AUTO PEÇAS;ABALROAMENTO LONGITUDINAL;CAMINHÃO E AUTO;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;08:51:00;SANTO AMARO;RUA DOS PALMARES;;"APOS O PROCAPE; em frente ao laboratório municipal de saúde púbica";ABALROAMENTO LONGITUDINAL;MOTO E AUTO;1;1;;;;;;;;1;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;08:59:00;BAIRRO DO RECIFE;RUA MADRE DEUS;170;;ABALROAMENTO LONGITUDINAL;DOIS AUTO;2;;;;;;;;;0;
COLISÃO;CANCELADA;10/06/2019;09:09:00;IPUTINGA;AV MAURICIO DE NASSAU;155;EM FRENTE AO ATACADO DOS VIDROS;COLISÃO;SEM VITIMAS.;3;;;;;;;;;0;
COLISÃO;PENDENTE;10/06/2019;09:24:00;IBURA;AV RECIFE;2240;EM FRENTE A MOTO ELÉTRICA;COLISÃO;COLISÃO S/VITIMAS ENTRE CAMINHÃO E AUTO;1;;;;;;1;;;0;
COLISÃO;PENDENTE;10/06/2019;10:18:00;AFOGADOS;RUA SAO MIGUEL;432;EM FRENTE AO CURSO FORMAÇÃO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;10:25:00;TORRE;RUA DOM MANOEL DA COSTA;;;ABALROAMENTO LONGITUDINAL;COLISÃO S/ VITIMAS ENTRE UMA MOTO E AUTO;1;1;;;;;;;;0;
;FINALIZADA;10/06/2019;10:43:00;AFOGADOS;RUA PROFESSOR AUGUSTO WANDERLEY FILHO;;;;DOIS AUTOS S VITIMA;2;;;;;;;;;0;
COLISÃO;PENDENTE;10/06/2019;10:47:00;SANTO AMARO;AV CRUZ CABUGA;;EM FRENTE A SANTA CASA;COLISÃO;MOTO E AMBULANCIA;1;;;;;;;1;;0;
COLISÃO COM CICLISTA;FINALIZADA;10/06/2019;12:05:00;AFOGADOS;AV SUL;;E/F A DISMAR  ANTES DO VIADUTO DA AV SUL;COLISÃO COM CICLISTA;DOIS AUTO E CICLISTA COM VITIMAS;2;;;1;;;;;;1;
ABALROAMENTO TRANSVERSAL;FINALIZADA;10/06/2019;12:44:00;ESPINHEIRO;RUA SANTO ELIAS;;EM FRENTE AO POSTO IPIRANGA;ABALROAMENTO TRANSVERSAL;COLISÃO COM VITIMA;1;1;;;;;;;;1;
COLISÃO;CANCELADA;10/06/2019;13:49:00;SANTO ANTÔNIO;RUA ITAPIRA;;AO LADO DA DISTRIBUIDORA PORTELA;COLISÃO;COLISÃO SEM VITIMA...A PARTE SOLICITANTE FOI INFORMADA QUE PODERIA REGISTRAR ATRAVÉS DO SITE OU NA DP;1;;;;;;1;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;10/06/2019;15:29:00;CORDEIRO;AV CAXANGA;2215;ACESSO SAÚDE UNIDADE RECIFE;ABALROAMENTO TRANSVERSAL;ONIBUS E AUTO PASSEIO SEM VITIMAS;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;15:59:00;CORDEIRO;AV CAXANGA;;EM FRENTE A DELI DOCES Nº 2255;ABALROAMENTO LONGITUDINAL;COLISÃO  SEM VITIMA;1;;;;;1;;;;0;
COLISÃO;CANCELADA;10/06/2019;16:16:00;CURADO;AV PREFEITO ANTONIO PEREIRA;;TIP, PLATAFORMA SUPERIOR;COLISÃO;DOIS AUTO SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;16:49:00;IPUTINGA;RUA JOSE TAVARES DA MOTA;90;;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E CAMINHAO;1;;;;;;1;;;0;
ATROPELAMENTO;FINALIZADA;10/06/2019;17:20:00;DERBY;PRC DO DERBY;;EM FRENTE AO QUARTEL DO DERBY;ATROPELAMENTO;ONIBUS E PEDESTRE;;;;;1;1;;;;1;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;17:38:00;BEBERIBE;AV BEBERIBE;94;NA PRAÇA DA CONVENÇÃO ( RETORNO);ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;CANCELADA;10/06/2019;17:41:00;AREIAS;AV DR JOSE RUFINO;;E/F A HONDA;COLISÃO;AUTO E MOTO COM VITIMAS;1;1;;;;;;;;2;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;17:44:00;DOIS IRMÃOS;RUA MANUEL DE MEDEIROS;;EM FRENTE A UFPE;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE TAXI  E MOTO;1;1;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;10/06/2019;18:25:00;BOA VISTA;RUA AURORA;;EM FRENTE AO CINE SÃO LUIZ;COLISÃO TRASEIRA;COLISÃO COM VÍTIMA, ENTRE CAMINHÃO E MOTO;;1;;;;;1;;;1;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;19:05:00;DOIS IRMÃOS;EST DOS PINTOS;;GRANJA DE DOIS IRMÃOS;ABALROAMENTO LONGITUDINAL;ENTRE ÕNIBUAS E AUTO. S/V;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;19:43:00;ÁGUA FRIA;RUA DA REGENERACAO;;SEMÁFORO 622;ABALROAMENTO LONGITUDINAL;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;10/06/2019;20:28:00;CAXANGÁ;AV CAXANGA;1440;PROX AO HOSPITAL GETULIO VARGAS, SNT CAMARAGIBE / SEMÁFORO  80 ----- VT 02 NO LOCAL - EDVAN;ABALROAMENTO LONGITUDINAL;ENTRE MOTO E AUTO. C/V;1;1;;;;;;;;1;
CHOQUE VEÍCULO PARADO;FINALIZADA;10/06/2019;21:43:00;ESTÂNCIA;AV RECIFE;;EM FRENTE AO CERPE;CHOQUE VEÍCULO PARADO;CLASSIC X VOYAGE;2;;;;;;;;;0;
CAPOTAMENTO;FINALIZADA;11/06/2019;01:41:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;SEMÁFORO 078;CAPOTAMENTO;MOTORISTA PERDEU O CONTROLE DO VEÍCULO E CAIU DENTRO DO CANAL COM O MESMO, C/V;1;;;;;;;;;1;
CHOQUE OBJETO FIXO;FINALIZADA;11/06/2019;02:26:00;IPUTINGA;RUA PADRE DEHON;;PRÓX AO DETRAN;CHOQUE OBJETO FIXO;CONDUTOR CHOCOU-SE CONTRA UM POSTE;;;;;;;1;;;0;
CHOQUE;FINALIZADA;11/06/2019;05:51:00;BOA VISTA;RUA DO RIACHUELO;;;CHOQUE;VEÍCULO PERDEU O CONTROLE E CHOCOU-SE COM O CANTEIRO DA VIA PERMANECENDO PARTE DO VEÍCULO SOBRE A CALÇADA E PARTE SOBRE A VIA;1;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;06:55:00;JARDIM SÃO PAULO;AV RECIFE;5635;LABORATORIO  CERPE;COLISÃO TRASEIRA;COLISÃO  SEM  VITIMAS;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;07:26:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;EM  FRENTE  AO POSTO DE GASOLINA DISLUB;ABALROAMENTO LONGITUDINAL;COLISÃO  SEM  VITIMAS;1;1;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;08:15:00;ÁGUA FRIA;AV BEBERIBE;;;ABALROAMENTO LONGITUDINAL;COLISÃO  COM  VITIMA;1;1;;;;;;;;1;
ABALROAMENTO TRANSVERSAL;FINALIZADA;11/06/2019;08:33:00;IMBIRIBEIRA;RUA BARAO DE AGUA BRANCA;316;;ABALROAMENTO TRANSVERSAL;CAMINHÃO E DOIS AUTOS;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;10:16:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;3355;EDF TROPICAL;ABALROAMENTO LONGITUDINAL;COLISÃO  SEM  VITIMAS;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;10:41:00;BOA VISTA;RUA DOM PEDRO HENRIQUE;300;EM FRENTE AO ESTACIONAMENTO DO LUCILO AVILA;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;10:46:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;1854;EM FRENTE AO POSTO BR / AO LADO AGENCIA DA HONDA;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;11/06/2019;11:12:00;SAN MARTIN;AV GENERAL SAN MARTIN;2321 A;EM FRENTE A MERCEARIA;COLISÃO;DOIS AUTOD;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;11/06/2019;11:25:00;BOA VIAGEM;AV HERCULANO BANDEIRA;;EM FRENTE A JBS VEÍCULOS;COLISÃO TRASEIRA;COLISÃO  SEM  VITIMAS;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;12:07:00;AFOGADOS;RUA NICOLAU PEREIRA;;;ABALROAMENTO LONGITUDINAL;;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;11/06/2019;12:11:00;SÃO JOSÉ;VDO DAS CINCO PONTAS;;SOBRE O VIADUTO;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;11/06/2019;13:08:00;ILHA DO LEITE;AV GOVERNADOR AGAMENON MAGALHAES;;ENTRE SO HOSPITAL PORTUGUES;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;11/06/2019;13:10:00;IPUTINGA;EST DO BARBALHO;236;EM FRENTE AO RESTAURANTE NOVA FAMA;COLISÃO;COLISÃO S/VITIMAS ENTRE UM CAMINHÃO E AUTO;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;13:24:00;BOA VISTA;RUA HENRIQUE DIAS;;;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMA;1;;;;;1;;;;0;
COLISÃO TRASEIRA;FINALIZADA;11/06/2019;13:37:00;CORDEIRO;RUA TOMAZ GONZAGA;;EM FRENTE AO SEMÁFORO DE Nº 280;COLISÃO TRASEIRA;COLISÃO S/ VITIMAS ENTRE DOIS AUTOS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;11/06/2019;14:38:00;BONGI;RUA ITAPEMIRIM;;;ABALROAMENTO TRANSVERSAL;COLISÃO COM VITIMA;1;;;;;;1;;;1;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;15:11:00;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO HOSPITAL PORTUGUES;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE ONIBUS E AUTO S/V;1;;;;;1;;;;0;
COLISÃO TRASEIRA;FINALIZADA;11/06/2019;15:18:00;ILHA DO LEITE;AV GOVERNADOR AGAMENON MAGALHAES;4775;EDIFCIO THOMAS EDSON;COLISÃO TRASEIRA;COLISÃO S/ VITIMAS ENTRE MOTO E AUTO;1;1;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;11/06/2019;16:15:00;SAN MARTIN;RUA DR FLAVIO FERREIRA DA SILVA MAROJO;;EMPREL;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;17:46:00;IPUTINGA;RUA EMILIANO BRAGA;186;PARAIBANOS BAR;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;11/06/2019;18:16:00;ILHA DO LEITE;AV FREI MATIAS TEVES;;;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;18:16:00;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;;;ABALROAMENTO LONGITUDINAL;AUTO E MOTO COM VITIMAS;1;1;;;;;;;;1;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;18:22:00;CASA AMARELA;EST DO ENCANAMENTO;1093;;ABALROAMENTO LONGITUDINAL;ONIBUS E AUTO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;CANCELADA;11/06/2019;18:24:00;IMBIRIBEIRA;RUA ITACARI;;E/F AO BANCO ITAÚ S/T IPSEP;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;18:30:00;CAXANGÁ;AV CAXANGA;;EM FRENTE AO POSTO BR;ABALROAMENTO LONGITUDINAL;DOIS AUTO SEM VITIMAS;2;;;;;;;;1;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;18:43:00;PINA;PTE GOVERNADOR PAULO GUERRA;;SOBRE A PONTE;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E CAMINHAO S/V S/T SUB;1;;;;;;1;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;11/06/2019;19:43:00;VÁRZEA;RUA PROFESSOR ANTONIO COELHO;270;;ABALROAMENTO TRANSVERSAL;ENGAVETAMENTO ENTRE  TRES AUTOS S/V;3;;;;;;;;;0;
COLISÃO;CANCELADA;11/06/2019;20:03:00;CIDADE UNIVERSITÁRIA;RUA BACATUBA;;E/F A UFPE;COLISÃO;COLISAO ENTRE AUTO E CAMINHAO S/V;1;;;;;;1;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;11/06/2019;20:17:00;PINA;AV ANTONIO DE GOES;;EM FRENTE AO DNIT;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E ONIBUS S/V;1;;;;;1;;;;0;
COLISÃO TRASEIRA;FINALIZADA;11/06/2019;20:33:00;PINA;AV ANTONIO DE GOES;;TÚNEL, DA AV ENG ANTONIO DE GOES;COLISÃO TRASEIRA;DOIS AUTO SEM VITMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;11/06/2019;21:35:00;MADALENA;AV CAXANGA;;LADO OPOSTO AO COLEGIO CFI;COLISÃO TRASEIRA;DOPIS AUTO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;11/06/2019;22:14:00;GRAÇAS;RUA JOAQUIM NABUCO;;E/F ACADEMIA 677;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO FRONTAL;FINALIZADA;12/06/2019;00:21:00;IBURA;LAD DA COHAB;80;;COLISÃO FRONTAL;COLISÃO ENTRE DOIS AUTOS, SEM VÍTIMAS.;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;06:00:00;GRAÇAS;AV RUI BARBOSA;;COLÉGIO VERA CRUZ;ABALROAMENTO LONGITUDINAL;SEM VITIMAS;1;;;;;1;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;07:14:00;;RUA AFONSO PENA;165;EM FRENTE A UNICAP;ABALROAMENTO LONGITUDINAL;COLISÃO S/VITIMAS ENTRE DOIS AUTOS;2;;;;;;;;;0;
CHOQUE VEÍCULO PARADO;FINALIZADA;12/06/2019;07:19:00;AREIAS;AV DR JOSE RUFINO;2146;FRUTAS E FRUTOS;CHOQUE VEÍCULO PARADO;SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;07:38:00;AFLITOS;AV CONS ROSA E SILVA;1510;EM FRENTE A ABA GLOBAL EDUCATION;ABALROAMENTO LONGITUDINAL;AUTO E ONIBUS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;12/06/2019;07:45:00;IBURA;RUA FLORES DO PIAUI;93;RESIDENCIA   POR  TRAS  DA  IGREJA  IABV;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;07:49:00;MADALENA;RUA JOSE OSORIO;;;ABALROAMENTO LONGITUDINAL;DOIS AUTOS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;08:27:00;CORDEIRO;RUA VICENTE DO REGO MONTEIRO;312;PRÓXIMO A YOKI;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;09:34:00;BARRO;AV DR JOSE RUFINO;1807;ENTRADA DA RUA PADRE NOBREGA / AO LADO DA CRECHE DO BARRO;COLISÃO TRASEIRA;DOIS CAMINHOES;;;;;;;2;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;09:42:00;BOA VIAGEM;AV BOA VIAGEM;6576;EM FRENTE AO EDF CANAVIAL;COLISÃO TRASEIRA;SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;10:12:00;SANTO AMARO;RUA DOS PALMARES;;PRÓXIMO  AO  SINDICATO  DOS  HOSPITAIS;ABALROAMENTO TRANSVERSAL;COLISÃO  SEM  VITIMAS;1;1;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;10:13:00;TAMARINEIRA;AV NORTE;3798;;ABALROAMENTO LONGITUDINAL;COLISÃO COM VÍTIMA, ENVOLVENDO 2 MOTOCICLETAS.;;2;;;;;;;;1;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;10:58:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;UPA DA IMBIRIBEIRA;COLISÃO TRASEIRA;COLISÃO S/VITIMAS ENTRE TRES AUTOS (SOLICITAÇÃO DE ETILÔMETRO);3;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;11:21:00;CASA AMARELA;EST DAS UBAIAS,;105;MERCADO BOM DE +;ABALROAMENTO TRANSVERSAL;COM UMA  VITIMA AGUARDANDO SAMU;1;1;;;;;;;;1;
;FINALIZADA;12/06/2019;11:31:00;PINA;RUA JOSE MARIANO FILHO;534;AO LADO DA SUL AMÉRICA SEGUROS;;;;1;;;;;;;;1;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;12:15:00;ÁGUA FRIA;RUA CONEGO BARATA;;PRÓXIMO AO DNOCS;ABALROAMENTO TRANSVERSAL;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;12:24:00;ILHA DO RETIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;JURANDIR PIRES;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;CANCELADA;12/06/2019;12:31:00;GRAÇAS;RUA DOM SEBASTIAO LEME;78;RUA EM FRENTE A IGREJA DAS GRAÇAS;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;13:14:00;ESPINHEIRO;RUA MARQUES DO PARANA;209;OFICINA MARTELINHO DE OURO;ABALROAMENTO TRANSVERSAL;AUTO E MOTO SEM VITIMAS;1;1;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;12:42:00;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;2656;EM FRENTE AO EMPRESARIAL AGAMENON MAGALHÃES;ABALROAMENTO LONGITUDINAL;;1;1;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;12:58:00;ARRUDA;AV BEBERIBE;1799;RESTAURANTE HONG;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO;CANCELADA;12/06/2019;13:06:00;CASA AMARELA;AV NORTE;5956;EM FRENTE AO IRMÃOS FERRAGENS/ SENTIDO MACAXEIRA;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;;1;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;13:34:00;BOA VISTA;RUA DOM BOSCO;;;ABALROAMENTO TRANSVERSAL;COLISÃO ENTRE UM ANO E UMA MOTO;1;1;;;;;;;;1;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;14:17:00;;AV JOAO DE BARROS;561;;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;14:25:00;PINA;AV ANTONIO DE GOES;275;E/F AO POSTO FEDERAL;ABALROAMENTO TRANSVERSAL;COLISAO ENTRE DUAS MOTOS S/V;;2;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;14:27:00;SANTO ANTÔNIO;RUA IMPERADOR PEDRO SEGUNDO;468;EM FRENTE AO MINISTÉRIO PÚBLICO DE PE;ABALROAMENTO LONGITUDINAL;CAMINHÃO AUTO PASSEIO SEM VITIMAS;1;;;;;;1;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;14:30:00;PINA;RUA PEREIRA DA COSTA;;;ABALROAMENTO TRANSVERSAL;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;14:41:00;IPSEP;AV RECIFE;;;COLISÃO TRASEIRA;COLISAO ENTRE CAMINHAO E AUTO S/V;1;;;;;;1;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;14:45:00;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;APÓS A LOCALIZA;COLISÃO TRASEIRA;DOIS AUTO SEM VITIMAS;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;15:17:00;BOA VISTA;RUA DA SAUDADE;;;ABALROAMENTO TRANSVERSAL;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;12/06/2019;15:17:00;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;335;E/F SUBWAY;COLISÃO;AUTO E ONIBUS SEM VITIMAS;;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;15:19:00;AREIAS;AV RECIFE;1644;EM FRENTE A MARK DIVERSÕES;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;1;;;;;;1;;1;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;17:09:00;CAXANGÁ;RUA PROFESSOR ANTONIO COELHO;;EM FRENTE AO RESTAURANTE BRAZETTUS;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMAS, ENVOLVENDO ÔNIBUS E CAMINHÃO.;;;;;;1;1;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;17:15:00;DOIS IRMÃOS;RUA DOIS IRMAOS;;MOTEL SENZALA;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;17:24:00;CORDEIRO;AV GENERAL SAN MARTIN;;AO LADO DO COMPAZ;COLISÃO TRASEIRA;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;12/06/2019;17:33:00;BOA VIAGEM;RUA JONATHAS DE VASCONCELOS;316;E/F A UNINASSAU;COLISÃO;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;17:36:00;SÃO JOSÉ;AV SUL;;;ABALROAMENTO LONGITUDINAL;DOIS AUTO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;17:45:00;SANTO ANTÔNIO;PRC DA REPUBLICA;;E/F AO PALACIO DO GOVERNO;COLISÃO TRASEIRA;COLISAO ENTRE DOS AUTOS  S/V;2;;;;;;;;;0;
ABALROAMENTO TRANSVERSAL;FINALIZADA;12/06/2019;18:12:00;PRADO;RUA PADRE TEOFILO TWORZ;;;ABALROAMENTO TRANSVERSAL;DOIS AUTO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;18:46:00;CAMPO GRANDE;RUA ODORICO MENDES;695;;COLISÃO TRASEIRA;TRÊS AUTO SEM VITIMAS;3;;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;18:51:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;LADO OPOSTO A FACULDADE UPE;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO COM CICLISTA;CANCELADA;12/06/2019;19:17:00;ÁGUA FRIA;RUA DAS MOCAS;1498;E/F AO RESD BIAGIL CHIAPPETTA;COLISÃO COM CICLISTA;MOTO E CICLISTA SEM VITIMAS;;1;;1;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;19:18:00;IMBIRIBEIRA;RUA GONCALVES DE MAGALHAES;196;;COLISÃO TRASEIRA;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;2;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;19:53:00;CAMPO GRANDE;RUA MARQUES DE BAIPENDI;;;COLISÃO TRASEIRA;DOIS AUTO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;20:36:00;CASA FORTE;EST DO ENCANAMENTO;459;;COLISÃO TRASEIRA;DOIS AUTO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;12/06/2019;22:15:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;;POSTO DE GASOLINA IPIRANGA;COLISÃO TRASEIRA;AUTO E MOTO SEM VITIMAS;1;1;;;;;;;;0;
ABALROAMENTO LONGITUDINAL;FINALIZADA;12/06/2019;23:44:00;BOA VIAGEM;RUA RIBEIRO DE BRITO;;;ABALROAMENTO LONGITUDINAL;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO TRASEIRA;FINALIZADA;13/06/2019;00:09:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;LOCALIXA VEÍCULOS / EM FRENTE AO AEROPORTO;COLISÃO TRASEIRA;COLISÃO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;
